path_id,user_id,path,n_touches,converted
4181,26467,ctx_brand > cpa > ctx_brand > retarget,4,1
4182,1991,influencer > ctx_category > ctx_brand > retarget,4,1
4183,22051,retarget > ctx_category > retarget > ctx_brand > ctx_brand > retarget,6,1
4184,14893,influencer > retarget,2,1
4185,2156,influencer > social > cpa > retarget,4,1
4186,32853,organic > retarget,2,1
4187,31009,ctx_category > cpa > ctx_category > ctx_category > retarget > retarget,6,1
4188,37957,ctx_brand > retarget > ctx_category > retarget,4,1
4189,37510,retarget > retarget,2,1
4190,31650,influencer > ctx_category,2,1
4191,1784,cpa > retarget > retarget > ctx_brand > retarget,5,1
4192,36613,influencer > retarget,2,1
4193,20104,organic > retarget,2,1
4194,27424,influencer > ctx_category > retarget > social,4,1
4195,19841,influencer > influencer > cpa > retarget,4,1
4196,31327,influencer > cpa > retarget,3,1
4197,13298,retarget > retarget,2,1
4198,7261,influencer > influencer > ctx_brand > influencer > retarget,5,1
4199,11911,cpa > cpa > retarget,3,1
4200,33447,retarget > ctx_category > retarget,3,1
4201,33260,influencer > cpa > ctx_brand > influencer > influencer > retarget > retarget,7,1
4202,31875,retarget > retarget,2,1
4203,35601,influencer > ctx_brand > retarget > retarget > retarget,5,1
4204,4272,influencer > ctx_category > social > retarget > ctx_brand > retarget,6,1
4205,21635,influencer > retarget > retarget > cpa > retarget,5,1
4206,9470,ctx_category > social > retarget,3,1
4207,4944,ctx_category > cpa > retarget > retarget,4,1
4208,509,cpa > ctx_category > ctx_brand > retarget,4,1
4209,30186,retarget > retarget > ctx_category > retarget,4,1
4210,9209,ctx_category > retarget > social > ctx_category > retarget,5,1
4211,17004,cpa > ctx_brand > influencer > retarget,4,1
4212,18267,ctx_brand > ctx_category > ctx_brand > retarget,4,1
4213,9837,ctx_brand > retarget > ctx_category > influencer > social > retarget,6,1
4214,28158,social,1,1
4215,22773,influencer > retarget > retarget,3,1
4216,8201,ctx_category > social > retarget,3,1
4217,12274,ctx_category > ctx_category > cpa,3,1
4218,13515,ctx_brand > influencer > retarget > retarget,4,1
4219,16302,retarget > retarget,2,1
4220,36278,influencer > retarget > retarget > retarget,4,1
4221,14119,ctx_brand > ctx_brand > cpa > retarget > ctx_brand,5,1
4222,32286,retarget > ctx_brand > retarget,3,1
4223,15173,ctx_brand > ctx_category > social > cpa,4,1
4224,13127,ctx_brand,1,1
4225,5292,organic > retarget,2,1
4226,22741,cpa > retarget,2,1
4227,26628,ctx_category > ctx_category > retarget,3,1
4228,28803,social > retarget > retarget,3,1
4229,9742,influencer > retarget > cpa > social > retarget > retarget,6,1
4230,16148,retarget > cpa > retarget,3,1
4231,12226,influencer > retarget > ctx_category > ctx_category > retarget,5,1
4232,38198,cpa > cpa > retarget,3,1
4233,7081,retarget > retarget > influencer > retarget,4,1
4234,39647,influencer > ctx_category > retarget,3,1
4235,39954,ctx_category > retarget,2,1
4236,9478,influencer > retarget > retarget > retarget,4,1
4237,18661,influencer > ctx_category > retarget > retarget,4,1
4238,6892,ctx_brand > social > influencer > cpa > ctx_category > retarget,6,1
4239,18964,social > retarget,2,1
4240,170,influencer > influencer > social > retarget,4,1
4241,14607,influencer > ctx_category > cpa > influencer > social > retarget,6,1
4242,22858,ctx_brand > cpa > cpa > ctx_category > retarget,5,1
4243,13402,influencer > retarget > retarget,3,1
4244,32840,influencer > organic,2,1
4245,21349,influencer > ctx_brand > retarget,3,1
4246,7065,ctx_brand > ctx_category > ctx_brand,3,1
4247,21288,social > ctx_brand > ctx_category > ctx_brand > retarget,5,1
4248,38107,influencer > ctx_brand > social > retarget,4,1
4249,26856,influencer > retarget > influencer > ctx_category,4,1
4250,29459,ctx_category > influencer > retarget > social,4,1
4251,26576,influencer > influencer > cpa > cpa > cpa > retarget > retarget,7,1
4252,36858,ctx_brand > influencer,2,1
4253,1605,ctx_category > social > retarget,3,1
4254,23607,organic > retarget,2,1
4255,19796,retarget > retarget,2,1
4256,901,influencer > retarget,2,1
4257,21735,ctx_brand > ctx_category > ctx_brand > social > ctx_brand > retarget > social > retarget,8,1
4258,10312,retarget > ctx_brand > influencer > ctx_brand > influencer > retarget,6,1
4259,34860,ctx_category > retarget,2,1
4260,29044,influencer > ctx_category > retarget,3,1
4261,10950,social > cpa > ctx_category > ctx_category > retarget,5,1
4262,33628,ctx_brand > retarget,2,1
4263,13706,influencer > cpa > social > cpa > retarget,5,1
4264,19368,retarget > social > ctx_brand > ctx_brand > retarget,5,1
4265,4245,ctx_category > retarget,2,1
4266,21358,retarget > ctx_category > social,3,1
4267,29893,influencer > ctx_brand > retarget > retarget,4,1
4268,8350,retarget > retarget,2,1
4269,33033,influencer > ctx_category > retarget > ctx_brand,4,1
4270,35588,ctx_category > influencer > social > retarget,4,1
4271,19051,influencer > ctx_category > cpa > ctx_brand > retarget > retarget,6,1
4272,11798,ctx_brand > ctx_brand > ctx_brand > ctx_category > influencer > retarget,6,1
4273,18672,influencer > cpa > cpa > retarget,4,1
4274,31272,influencer > ctx_brand > ctx_brand > retarget,4,1
4275,26156,influencer > cpa > influencer > cpa > retarget,5,1
4276,38394,influencer > social > retarget,3,1
4277,8873,influencer > ctx_category > retarget > ctx_category > retarget,5,1
4278,6206,influencer > retarget > cpa > retarget,4,1
4279,20366,ctx_brand > retarget > ctx_brand > ctx_category > retarget,5,1
4280,8626,ctx_brand > retarget > retarget,3,1
4281,21202,ctx_brand > ctx_brand > retarget > retarget,4,1
4282,15985,influencer > social > ctx_category > cpa,4,1
4283,16427,retarget > ctx_category > ctx_category > retarget > retarget,5,1
4284,39388,ctx_category > ctx_category > influencer > retarget,4,1
4285,39755,organic > retarget,2,1
4286,17615,influencer > ctx_brand > influencer > retarget > ctx_category > retarget,6,1
4287,17659,influencer > ctx_category,2,1
4288,23069,influencer > social > ctx_category > retarget > retarget > retarget,6,1
4289,28251,social > retarget,2,1
4290,23714,social > ctx_category > cpa > retarget > retarget,5,1
4291,18009,organic > retarget,2,1
4292,22340,influencer > cpa > ctx_category > retarget,4,1
4293,33673,organic > retarget,2,1
4294,25138,influencer > ctx_category > retarget > ctx_category > retarget > retarget > retarget,7,1
4295,23155,influencer > organic > retarget,3,1
4296,33703,influencer > organic > retarget,3,1
4297,9599,influencer > social > social > retarget > retarget,5,1
4298,25433,retarget > social > ctx_category > ctx_category > ctx_brand > retarget,6,1
4299,3528,organic > retarget,2,1
4300,21437,influencer > retarget > cpa,3,1
4301,35407,influencer > ctx_category > cpa > retarget,4,1
4302,30912,cpa > ctx_category > cpa > retarget,4,1
4303,38861,retarget > influencer > retarget,3,1
4304,9960,cpa,1,1
4305,11858,influencer > influencer > ctx_brand > cpa > social > retarget,6,1
4306,13651,retarget > ctx_category > retarget,3,1
4307,7775,influencer > cpa > social > retarget,4,1
4308,18106,ctx_brand > ctx_brand > ctx_brand > retarget,4,1
4309,10550,influencer > retarget > ctx_category > ctx_category > retarget > retarget,6,1
4310,37507,ctx_brand > retarget,2,1
4311,34419,ctx_brand > social > retarget,3,1
4312,35939,ctx_brand > ctx_brand > cpa > retarget,4,1
4313,9595,ctx_category > ctx_category > cpa > retarget > retarget,5,1
4314,35537,retarget > ctx_brand > ctx_brand > retarget,4,1
4315,20345,ctx_brand > retarget,2,1
4316,18096,influencer > ctx_category > influencer > retarget > ctx_brand > retarget,6,1
4317,15696,ctx_brand > retarget > ctx_brand,3,1
4318,34911,ctx_brand > ctx_brand > retarget,3,1
4319,3872,ctx_category > retarget > cpa > retarget,4,1
4320,38590,influencer > ctx_category > ctx_brand > ctx_brand > retarget > retarget,6,1
4321,22987,ctx_category > social > retarget,3,1
4322,7359,retarget > ctx_brand > ctx_brand > ctx_brand > retarget,5,1
4323,32443,influencer > social > retarget,3,1
4324,1293,influencer > ctx_brand > influencer > ctx_brand > retarget,5,1
4325,38816,ctx_brand > cpa > retarget,3,1
4326,13727,cpa > influencer > retarget,3,1
4327,21133,retarget > social > ctx_brand > retarget,4,1
4328,16576,organic,1,1
4329,11785,influencer > cpa > retarget > retarget,4,1
4330,36707,ctx_category > influencer,2,1
4331,34235,influencer > ctx_category > cpa > ctx_category > ctx_category > retarget,6,1
4332,37848,cpa > ctx_brand > retarget,3,1
4333,11019,organic > retarget,2,1
4334,5033,social > influencer > retarget,3,1
4335,37475,influencer > influencer > retarget > cpa > influencer > retarget,6,1
4336,29932,ctx_category > ctx_category > cpa > social > retarget,5,1
4337,21326,social > cpa,2,1
4338,19438,social > retarget,2,1
4339,30986,influencer > cpa > retarget > retarget,4,1
4340,31329,influencer > ctx_category > retarget,3,1
4341,5996,organic > retarget,2,1
4342,5311,influencer > social > retarget,3,1
4343,17282,retarget > cpa > influencer,3,1
4344,34894,influencer > ctx_brand > retarget,3,1
4345,8495,influencer > retarget > retarget > retarget,4,1
4346,28182,retarget > retarget,2,1
4347,8356,organic > retarget,2,1
4348,9893,retarget > social > social > cpa > retarget > retarget,6,1
4349,28393,retarget > ctx_category > ctx_category,3,1
4350,13613,influencer > ctx_brand > ctx_category > ctx_category > retarget,5,1
4351,24601,retarget > retarget,2,1
4352,16030,ctx_brand > retarget,2,1
4353,35892,ctx_brand > ctx_category > ctx_category > retarget,4,1
4354,1716,retarget > cpa > retarget,3,1
4355,6636,organic,1,1
4356,27205,influencer > retarget,2,1
4357,38761,cpa > cpa > retarget,3,1
4358,17880,cpa > cpa > cpa > retarget,4,1
4359,1416,ctx_category > influencer > cpa > ctx_category > retarget,5,1
4360,11633,influencer > ctx_category > ctx_category > social > ctx_brand > retarget > ctx_category > retarget,8,1
4361,5014,retarget > ctx_brand > ctx_brand,3,1
4362,38743,cpa > ctx_brand > ctx_brand > cpa > retarget,5,1
4363,10212,social > retarget > ctx_category > social > ctx_category > cpa > retarget,7,1
4364,38955,influencer > retarget > retarget > ctx_category > retarget,5,1
4365,37137,cpa > retarget > ctx_category > cpa > retarget,5,1
4366,20392,organic > retarget,2,1
4367,21425,ctx_brand > influencer > ctx_brand > ctx_brand > retarget,5,1
4368,6869,influencer > ctx_category > retarget > ctx_brand > ctx_category > retarget,6,1
4369,7185,ctx_category > retarget > social > retarget,4,1
4370,27969,ctx_brand > ctx_category > ctx_brand > influencer > social > ctx_brand > retarget,7,1
4371,32050,retarget > cpa > ctx_brand > social > retarget,5,1
4372,4473,influencer > retarget > retarget > retarget > retarget,5,1
4373,19813,ctx_brand > influencer > retarget,3,1
4374,22198,retarget > ctx_brand > retarget > social,4,1
4375,12936,ctx_brand > retarget,2,1
4376,35454,influencer > ctx_category > retarget > ctx_category > ctx_brand > retarget > retarget,7,1
4377,17668,influencer > organic > retarget,3,1
4378,39549,ctx_brand > social > social > retarget,4,1
4379,24045,ctx_category > ctx_brand,2,1
4380,31547,influencer > ctx_brand > cpa > retarget,4,1
4381,14998,influencer > social > cpa > retarget,4,1
4382,30383,retarget > ctx_category > social > influencer > retarget,5,1
4383,3903,ctx_brand > retarget > ctx_brand > ctx_category,4,1
4384,34689,influencer > retarget > social > ctx_category > retarget,5,1
4385,29882,retarget,1,1
4386,14145,influencer > retarget > social > retarget,4,1
4387,36748,social > retarget,2,1
4388,30926,ctx_category > retarget,2,1
4389,6647,ctx_category > influencer > retarget,3,1
4390,17987,cpa > ctx_brand > retarget,3,1
4391,27483,ctx_category > ctx_brand > ctx_brand > retarget,4,1
4392,16259,retarget > social > retarget,3,1
4393,457,influencer > ctx_brand > retarget,3,1
4394,22827,influencer > ctx_brand > ctx_brand > social > retarget,5,1
4395,28250,retarget > retarget > social > influencer > retarget,5,1
4396,10928,ctx_brand > retarget,2,1
4397,5723,influencer > retarget > retarget,3,1
4398,37778,influencer > retarget > retarget > retarget > retarget,5,1
4399,36806,retarget > retarget > retarget,3,1
4400,36217,ctx_brand > retarget,2,1
4401,33543,retarget > cpa > retarget,3,1
4402,8522,retarget > ctx_brand > retarget,3,1
4403,29229,social > retarget > retarget,3,1
4404,33833,influencer > retarget,2,1
4405,25254,ctx_brand > ctx_category > social > retarget,4,1
4406,3339,ctx_category > ctx_category > ctx_brand > social > retarget,5,1
4407,5603,social > ctx_category > social > retarget,4,1
4408,7025,influencer > ctx_category > cpa > retarget,4,1
4409,1188,influencer > ctx_category > influencer > ctx_brand > ctx_brand > retarget,6,1
4410,4578,influencer > retarget > ctx_category > social > ctx_category > retarget,6,1
4411,10980,retarget > ctx_brand > retarget,3,1
4412,34330,cpa > ctx_brand > retarget > ctx_brand > ctx_brand > retarget,6,1
4413,26516,influencer > ctx_category > social > retarget,4,1
4414,34194,influencer > ctx_category > retarget > retarget > social > ctx_category > ctx_brand > ctx_brand > retarget,9,1
4415,25946,influencer > ctx_category > retarget > ctx_brand > influencer > retarget,6,1
4416,38862,cpa > retarget,2,1
4417,4246,ctx_category > cpa > retarget > cpa > retarget,5,1
4418,37789,influencer > ctx_category > cpa > ctx_category > retarget,5,1
4419,10941,ctx_brand > ctx_brand > retarget,3,1
4420,11546,influencer > ctx_brand > retarget > social > retarget,5,1
4421,16180,ctx_brand > cpa > ctx_category > retarget,4,1
4422,10491,retarget > ctx_brand > social > retarget,4,1
4423,24255,social > ctx_category > retarget,3,1
4424,2935,influencer > ctx_category > social > ctx_category > retarget,5,1
4425,2693,retarget > retarget,2,1
4426,29101,organic > retarget,2,1
4427,8445,influencer > ctx_category > ctx_category > retarget,4,1
4428,720,organic > retarget,2,1
4429,24486,social > influencer > retarget > retarget,4,1
4430,29485,retarget > social > retarget > retarget,4,1
4431,4415,influencer > retarget,2,1
4432,28740,cpa > retarget,2,1
4433,6962,influencer > organic > retarget,3,1
4434,32272,retarget > cpa > retarget,3,1
4435,24334,cpa > ctx_category > retarget > retarget > retarget,5,1
4436,32079,organic > retarget,2,1
4437,30638,influencer > social > cpa > cpa > retarget,5,1
4438,11975,ctx_category > ctx_brand > retarget,3,1
4439,791,ctx_brand > retarget,2,1
4440,23845,ctx_brand > ctx_category > ctx_brand > retarget,4,1
4441,15351,ctx_brand > ctx_category > influencer > retarget,4,1
4442,2030,ctx_category > retarget,2,1
4443,29084,ctx_brand > retarget,2,1
4444,19183,retarget > retarget > cpa > retarget,4,1
4445,22496,ctx_brand > ctx_brand,2,1
4446,9519,ctx_category > cpa > ctx_brand > social > retarget,5,1
4447,8675,ctx_brand > ctx_category > retarget,3,1
4448,28020,ctx_category > ctx_category > retarget,3,1
4449,16786,influencer > ctx_category > ctx_category > influencer > retarget,5,1
4450,262,ctx_brand > ctx_category > ctx_brand > ctx_category > ctx_brand > retarget,6,1
4451,12197,influencer > retarget,2,1
4452,9706,ctx_brand > social > retarget,3,1
4453,23854,influencer > influencer > retarget,3,1
4454,32016,ctx_brand > ctx_brand > cpa > retarget,4,1
4455,2319,influencer > ctx_brand > ctx_brand > cpa > influencer > retarget,6,1
4456,6390,social > cpa > retarget,3,1
4457,2892,influencer > cpa > influencer > influencer > retarget,5,1
4458,12493,cpa > retarget > ctx_category > ctx_category > cpa > retarget,6,1
4459,20895,ctx_brand > ctx_category > retarget > retarget,4,1
4460,35189,influencer > ctx_category > retarget > social > ctx_category > retarget,6,1
4461,12260,ctx_category > retarget,2,1
4462,19952,influencer > influencer > ctx_category > ctx_brand,4,1
4463,31062,ctx_brand > retarget,2,1
4464,17131,social > ctx_category > ctx_brand > retarget,4,1
4465,34470,retarget > retarget,2,1
4466,26279,retarget > ctx_category > ctx_category > retarget,4,1
4467,1743,influencer,1,1
4468,23884,influencer > ctx_brand > retarget > retarget,4,1
4469,9969,ctx_brand > social > retarget,3,1
4470,17699,ctx_category > cpa > ctx_category > retarget,4,1
4471,33358,ctx_category > social > retarget,3,1
4472,3910,social > ctx_brand > social > retarget,4,1
4473,24293,retarget > retarget,2,1
4474,9828,ctx_category > retarget,2,1
4475,17400,ctx_category > cpa > cpa > social > retarget,5,1
4476,38859,influencer > ctx_category > retarget > retarget,4,1
4477,34759,social > retarget,2,1
4478,1276,retarget > influencer,2,1
4479,17926,influencer > cpa > retarget,3,1
4480,7089,influencer > retarget > ctx_brand > retarget,4,1
4481,26052,influencer > ctx_category > cpa > cpa > retarget,5,1
4482,14979,influencer > retarget > ctx_category > cpa > retarget,5,1
4483,38408,retarget,1,1
4484,10836,influencer > retarget > ctx_category > retarget,4,1
4485,878,influencer > ctx_category > ctx_category > retarget,4,1
4486,36739,influencer > retarget > ctx_category > retarget,4,1
4487,20249,ctx_category > retarget > retarget > retarget,4,1
4488,33215,cpa > ctx_category,2,1
4489,36181,influencer > organic > retarget,3,1
4490,15102,influencer > retarget > retarget,3,1
4491,17277,ctx_brand > ctx_brand > social,3,1
4492,15965,retarget > retarget > ctx_brand > retarget,4,1
4493,36585,influencer > retarget > ctx_category > ctx_category > ctx_brand > social > retarget,7,1
4494,25003,retarget > cpa > social > ctx_brand > retarget,5,1
4495,29570,social > retarget,2,1
4496,24878,organic > retarget,2,1
4497,27127,retarget > ctx_brand > ctx_brand > retarget,4,1
4498,15936,influencer > retarget,2,1
4499,17801,cpa > retarget > retarget,3,1
4500,36354,ctx_category > retarget,2,1
4501,20856,social > retarget > retarget,3,1
4502,10815,cpa > social > retarget > retarget,4,1
4503,6378,influencer > organic > retarget,3,1
4504,18154,ctx_category,1,1
4505,3360,cpa > retarget,2,1
4506,30006,social > cpa > cpa > retarget,4,1
4507,8609,social > influencer > retarget,3,1
4508,32438,influencer > social > ctx_brand > influencer,4,1
4509,18430,retarget > social > influencer > retarget,4,1
4510,1110,ctx_brand > ctx_category > cpa > retarget > ctx_category > retarget,6,1
4511,37722,ctx_category > influencer > social,3,1
4512,15620,ctx_category > retarget,2,1
4513,18447,ctx_category > retarget,2,1
4514,90,ctx_brand > ctx_brand > ctx_category > retarget,4,1
4515,30764,ctx_category > retarget > ctx_category > influencer > social > retarget,6,1
4516,28153,ctx_brand > retarget > retarget,3,1
4517,28782,influencer > ctx_brand > ctx_category > ctx_brand > retarget,5,1
4518,24520,social > ctx_category > social > retarget,4,1
4519,12146,ctx_category > retarget > retarget > retarget,4,1
4520,31583,ctx_category > retarget > retarget,3,1
4521,37770,retarget > retarget > ctx_category > cpa > retarget,5,1
4522,9749,influencer > social,2,1
4523,20176,cpa > retarget,2,1
4524,22920,social > social > retarget,3,1
4525,5157,social > ctx_brand > retarget > retarget,4,1
4526,39445,influencer > organic > retarget,3,1
4527,29417,influencer > retarget > retarget > retarget > ctx_category > retarget,6,1
4528,21695,social > retarget,2,1
4529,19858,influencer > retarget > influencer > retarget,4,1
4530,2531,influencer > cpa > influencer > ctx_category > retarget,5,1
4531,11823,influencer > organic > retarget,3,1
4532,11207,ctx_category > ctx_category > social > retarget,4,1
4533,7130,influencer > influencer > retarget > retarget,4,1
4534,35536,influencer > ctx_brand > retarget > retarget,4,1
4535,7329,influencer > retarget > retarget,3,1
4536,12315,social > ctx_brand > retarget,3,1
4537,13249,influencer > social > social > retarget,4,1
4538,13966,influencer > ctx_category > retarget,3,1
4539,31887,ctx_category > retarget,2,1
4540,4447,cpa > retarget > cpa > retarget,4,1
4541,5171,ctx_brand > ctx_brand > ctx_category > ctx_brand > ctx_category > social > retarget,7,1
4542,21852,ctx_category > social > retarget,3,1
4543,19203,ctx_brand > retarget,2,1
4544,2328,influencer > retarget > retarget,3,1
4545,7975,retarget > ctx_category > retarget,3,1
4546,24356,organic > retarget,2,1
4547,17100,ctx_category > retarget,2,1
4548,27555,ctx_category > ctx_category > retarget > retarget,4,1
4549,26128,influencer > ctx_category > ctx_category > ctx_category,4,1
4550,15708,organic > retarget,2,1
4551,37060,cpa > ctx_category > retarget > social > retarget,5,1
4552,23583,cpa,1,1
4553,5480,influencer > ctx_category > cpa > retarget,4,1
4554,10835,retarget > social > social > retarget,4,1
4555,20042,ctx_category > cpa > retarget > retarget,4,1
4556,2543,influencer > social > ctx_brand > influencer > retarget,5,1
4557,17064,influencer > retarget > ctx_brand > retarget,4,1
4558,16987,cpa > ctx_category > social > social > retarget,5,1
4559,30412,influencer > influencer > retarget > ctx_brand > retarget,5,1
4560,31367,influencer > ctx_brand > cpa > retarget,4,1
4561,5137,retarget > cpa,2,1
4562,14728,influencer > social > retarget > cpa,4,1
4563,39237,influencer > cpa > retarget > ctx_brand > retarget,5,1
4564,9947,social > influencer > retarget,3,1
4565,37810,influencer,1,1
4566,36132,retarget > social > ctx_category > retarget,4,1
4567,24422,organic > retarget,2,1
4568,8632,influencer > social > social > retarget,4,1
4569,11018,influencer > ctx_category > retarget,3,1
4570,23844,retarget > influencer > social > retarget,4,1
4571,34507,social > influencer > ctx_category > cpa > ctx_category > retarget,6,1
4572,24164,cpa > ctx_category > cpa > ctx_category > retarget,5,1
4573,7479,ctx_brand > ctx_brand,2,1
4574,14275,influencer > ctx_brand > retarget,3,1
4575,17050,influencer > ctx_category > ctx_category > retarget > retarget,5,1
4576,19081,influencer > organic > retarget,3,1
4577,24770,organic > retarget,2,1
4578,36992,influencer > influencer > ctx_category,3,1
4579,33827,influencer > social > retarget > influencer > retarget > retarget,6,1
4580,8564,influencer > social > ctx_category > retarget,4,1
4581,18648,social > retarget > retarget,3,1
4582,17409,influencer > ctx_brand > ctx_brand > cpa > retarget > influencer > retarget,7,1
4583,16805,influencer > social > retarget,3,1
4584,28062,ctx_category > influencer > social > retarget,4,1
4585,15522,influencer > cpa > retarget > retarget,4,1
4586,25475,influencer > cpa > ctx_category > influencer > influencer > ctx_brand > cpa > retarget,8,1
4587,39255,social > ctx_category > cpa,3,1
4588,6753,retarget > influencer > influencer,3,1
4589,11906,influencer > ctx_brand > ctx_category > social > retarget,5,1
4590,1804,ctx_brand > ctx_category > retarget,3,1
4591,34263,social > retarget,2,1
4592,30454,influencer > ctx_brand > social > retarget,4,1
4593,10738,influencer > influencer > social > influencer > retarget > retarget,6,1
4594,25383,influencer > ctx_category > social > retarget,4,1
4595,15179,influencer > influencer > retarget,3,1
4596,35080,ctx_brand > retarget > cpa > retarget,4,1
4597,10861,social > cpa > cpa > retarget > ctx_category,5,1
4598,1375,influencer > cpa > social > retarget,4,1
4599,3117,social > retarget,2,1
4600,21765,influencer > ctx_brand > ctx_brand > social > retarget > retarget,6,1
4601,18583,cpa > retarget,2,1
4602,29513,ctx_category > influencer > retarget > retarget,4,1
4603,18118,influencer > organic > retarget,3,1
4604,9982,ctx_brand > ctx_brand > cpa > cpa > ctx_brand > retarget,6,1
4605,13128,social > retarget,2,1
4606,5812,ctx_brand > ctx_brand > retarget,3,1
4607,18683,ctx_category > influencer > retarget,3,1
4608,35417,retarget > retarget > retarget > ctx_category > retarget,5,1
4609,1185,retarget > retarget,2,1
4610,7689,ctx_category > cpa > ctx_brand > retarget,4,1
4611,3001,cpa > retarget,2,1
4612,9498,ctx_brand > ctx_brand > social > ctx_category > retarget,5,1
4613,37487,cpa > cpa > cpa > ctx_category > retarget,5,1
4614,18744,ctx_category > ctx_category > ctx_category,3,1
4615,36754,cpa > retarget,2,1
4616,4061,influencer > retarget > influencer > ctx_category > retarget > ctx_brand > retarget,7,1
4617,8385,influencer > social > retarget > ctx_category > social > ctx_brand > retarget,7,1
4618,36531,influencer > social > retarget > retarget,4,1
4619,23336,ctx_brand > ctx_brand > retarget,3,1
4620,10166,ctx_brand > social > retarget,3,1
4621,28769,organic > retarget,2,1
4622,17903,ctx_brand > retarget,2,1
4623,4376,cpa > ctx_category > retarget,3,1
4624,12201,retarget > retarget > retarget,3,1
4625,35866,influencer > influencer > ctx_category,3,1
4626,5437,influencer > retarget > social > ctx_category > retarget > retarget,6,1
4627,15902,ctx_brand > cpa > retarget,3,1
4628,14524,ctx_brand > social > retarget > retarget,4,1
4629,32936,retarget > influencer > ctx_brand > retarget,4,1
4630,28974,social > retarget,2,1
4631,29963,social > ctx_category > ctx_brand > retarget,4,1
4632,28011,social > cpa,2,1
4633,32506,influencer > cpa > ctx_brand > retarget,4,1
4634,26155,influencer > retarget > ctx_category > cpa > retarget > retarget,6,1
4635,27847,social > ctx_brand > cpa > retarget,4,1
4636,21616,retarget > cpa > influencer > ctx_category > retarget,5,1
4637,15246,retarget > ctx_brand > retarget,3,1
4638,38043,influencer > ctx_brand > retarget,3,1
4639,11263,ctx_category > social > cpa > influencer > retarget,5,1
4640,36072,social > influencer > retarget,3,1
4641,4644,retarget > retarget,2,1
4642,5722,influencer > ctx_category,2,1
4643,8674,cpa > retarget,2,1
4644,5439,retarget > cpa > influencer > retarget,4,1
4645,19336,influencer > ctx_brand,2,1
4646,23994,social,1,1
4647,33997,retarget > cpa > retarget,3,1
4648,16243,ctx_category > ctx_category > cpa > retarget,4,1
4649,23420,influencer > ctx_category > retarget > cpa > cpa,5,1
4650,3083,influencer > ctx_brand > retarget > retarget,4,1
4651,39660,social > ctx_brand > retarget,3,1
4652,32661,retarget > ctx_category > retarget > retarget > ctx_category > retarget,6,1
4653,26984,influencer > ctx_brand > social,3,1
4654,33863,influencer > cpa > cpa > retarget > ctx_category > retarget,6,1
4655,13362,influencer > ctx_category > influencer > ctx_brand > ctx_brand > retarget,6,1
4656,37013,ctx_brand > retarget,2,1
4657,11554,influencer > influencer > retarget,3,1
4658,34458,influencer > influencer > retarget,3,1
4659,24471,retarget > ctx_category,2,1
4660,6508,ctx_brand > cpa > retarget,3,1
4661,16037,cpa > ctx_category,2,1
4662,1253,influencer > influencer > retarget > retarget,4,1
4663,28488,influencer > retarget > ctx_category > retarget,4,1
4664,38286,influencer > ctx_brand > ctx_category > ctx_brand > retarget,5,1
4665,21544,influencer > social > cpa > retarget > retarget,5,1
4666,39242,social > ctx_brand,2,1
4667,20638,influencer > influencer > ctx_category > ctx_brand > retarget,5,1
4668,2163,ctx_category > cpa > ctx_brand > cpa > retarget,5,1
4669,12618,ctx_category > ctx_category > retarget,3,1
4670,10026,influencer > ctx_brand > retarget,3,1
4671,13448,influencer > ctx_category > retarget,3,1
4672,109,ctx_brand > influencer > retarget,3,1
4673,91,influencer > ctx_brand > retarget > retarget,4,1
4674,39907,ctx_category > ctx_category > social > cpa > retarget,5,1
4675,26695,ctx_brand > ctx_category > retarget > retarget,4,1
4676,8190,cpa > retarget,2,1
4677,37267,influencer > retarget > influencer > retarget > retarget,5,1
4678,19707,ctx_brand > ctx_category > cpa > social > retarget,5,1
4679,3313,social > retarget > retarget,3,1
4680,33395,influencer > ctx_brand > retarget,3,1
4681,12458,influencer > influencer > retarget,3,1
4682,37550,ctx_category > ctx_category > retarget,3,1
4683,13177,cpa > influencer > retarget > ctx_category > influencer > retarget,6,1
4684,18576,influencer > retarget > retarget,3,1
4685,33281,influencer > ctx_category > ctx_brand > retarget,4,1
4686,22427,ctx_category > cpa > cpa > retarget,4,1
4687,13976,ctx_brand > cpa > cpa > social > retarget,5,1
4688,19818,social > cpa > ctx_category > retarget > retarget,5,1
4689,37830,ctx_category > retarget > retarget,3,1
4690,29799,ctx_brand > retarget > ctx_category > cpa > retarget > retarget,6,1
4691,17027,influencer > retarget > social > retarget > retarget,5,1
4692,6290,ctx_category > cpa > ctx_brand > retarget,4,1
4693,29157,retarget > retarget,2,1
4694,21190,ctx_category > ctx_category > retarget,3,1
4695,888,retarget > retarget > cpa > retarget,4,1
4696,34374,cpa > cpa > ctx_category > retarget > retarget,5,1
4697,38931,influencer > retarget > influencer > retarget,4,1
4698,15934,social > ctx_brand > ctx_brand > ctx_brand > retarget,5,1
4699,6050,retarget,1,1
4700,26629,influencer > influencer > cpa > retarget,4,1
4701,12179,influencer > ctx_category > cpa > retarget,4,1
4702,19522,influencer > retarget,2,1
4703,20090,social > cpa > retarget > retarget > retarget,5,1
4704,8234,influencer > retarget > retarget,3,1
4705,28278,ctx_category > retarget > retarget,3,1
4706,28682,social > ctx_category > retarget,3,1
4707,20675,retarget > retarget,2,1
4708,28634,influencer > ctx_category > ctx_brand > retarget,4,1
4709,20160,cpa > retarget,2,1
