user_id,channel,group,n_orders_before,days_since_last_order,promo_hunter,second_order_30d
7549,organic,control,7,8.1,1,0
24008,cpa,control,3,8.1,1,0
38477,organic,control,9,5.5,0,1
28216,organic,control,2,20.2,0,0
2601,ctx_category,control,7,5.0,0,1
36746,organic,control,5,1.2,0,0
18317,ctx_category,treatment,6,7.4,0,1
11912,organic,control,1,13.9,0,0
38004,organic,control,2,23.5,1,1
1622,ctx_brand,control,7,8.9,0,0
15002,organic,control,5,1.9,0,0
21132,organic,treatment,4,14.2,0,1
19658,organic,control,5,24.6,0,0
26636,influencer,control,5,8.7,0,1
21594,ctx_brand,treatment,2,19.5,0,0
11991,organic,control,2,12.4,0,0
32251,organic,treatment,7,8.3,0,1
23228,organic,treatment,4,17.0,0,0
35142,ctx_brand,treatment,2,12.4,0,0
14342,cpa,control,6,7.1,0,0
7127,organic,control,6,6.0,0,1
3371,organic,control,1,17.6,0,0
8876,ctx_category,control,2,13.3,0,0
29340,ctx_brand,control,7,8.0,0,1
13441,organic,control,6,11.0,0,0
22598,influencer,control,4,15.2,0,0
18857,social,treatment,7,7.4,0,0
39570,ctx_category,control,5,4.5,0,0
26628,tv,control,10,3.9,0,0
35565,ctx_category,treatment,7,3.8,0,1
12733,ctx_brand,treatment,2,21.1,0,0
26266,ctx_category,treatment,5,6.7,0,0
32693,influencer,control,3,16.5,0,0
34326,ctx_brand,treatment,7,6.9,1,0
36836,social,control,4,19.6,0,0
27155,cpa,control,1,23.1,0,0
20007,ctx_brand,treatment,6,2.1,0,1
9905,organic,treatment,5,8.9,0,1
4427,organic,control,3,11.6,0,0
32503,ctx_brand,treatment,2,19.3,1,0
1690,organic,control,2,18.3,0,0
9022,ctx_category,control,8,1.0,1,0
4603,ctx_category,control,7,7.4,1,0
25051,organic,treatment,5,2.6,0,1
4808,influencer,treatment,7,10.9,0,1
20486,tv,treatment,6,7.7,0,1
21323,social,control,7,7.6,1,1
18593,ctx_brand,control,7,6.5,0,0
9430,organic,treatment,2,21.2,0,0
14906,organic,control,1,18.3,0,0
10231,ctx_brand,treatment,3,12.0,0,0
25482,ctx_category,treatment,5,3.7,0,1
34584,ctx_brand,treatment,2,18.4,0,0
18117,ctx_category,control,8,5.6,0,1
33840,ctx_category,treatment,7,9.9,0,1
8379,organic,treatment,2,7.7,0,0
990,ctx_category,treatment,5,8.3,1,0
5761,ctx_category,treatment,6,11.5,0,0
4460,ctx_brand,control,3,23.7,0,0
28240,ctx_brand,control,8,1.3,0,0
8651,ctx_brand,treatment,3,15.0,0,0
29799,cpa,control,6,4.6,0,1
25666,influencer,control,6,6.9,0,0
5371,organic,control,7,1.0,1,1
15926,ctx_brand,treatment,5,3.7,0,0
7661,ctx_category,treatment,6,1.9,1,1
15612,social,control,6,7.5,0,1
26193,organic,control,5,5.7,0,1
17400,ctx_category,control,1,24.1,0,0
5365,influencer,treatment,7,8.1,0,1
9882,organic,control,6,5.2,0,1
5630,organic,control,3,18.6,0,0
22425,organic,treatment,6,2.9,0,0
9144,influencer,treatment,5,7.8,0,0
21845,organic,control,2,23.2,0,0
15497,organic,control,5,6.7,0,1
32182,ctx_category,treatment,6,6.3,0,1
11645,social,control,9,13.1,0,0
20473,social,treatment,2,21.4,0,0
19009,ctx_brand,control,8,2.4,0,0
26407,organic,treatment,2,20.0,0,0
39267,organic,control,1,17.8,0,0
16919,organic,treatment,7,2.9,0,0
14046,organic,treatment,6,6.7,0,1
8675,organic,control,7,5.9,0,0
37366,ctx_category,control,5,9.4,0,1
1621,organic,control,7,4.1,0,0
26002,organic,treatment,4,18.7,0,0
26705,organic,control,6,9.9,0,1
17317,organic,treatment,3,22.0,0,0
27368,organic,control,1,22.4,0,0
27884,organic,control,7,7.7,0,0
10835,ctx_brand,treatment,1,22.1,0,0
26463,organic,treatment,8,10.4,0,0
27633,social,control,6,3.7,0,1
7005,cpa,control,1,20.6,1,1
16506,ctx_brand,control,6,7.8,0,1
33497,organic,control,4,11.5,0,0
28959,ctx_category,control,7,8.9,0,0
12282,organic,treatment,5,5.9,0,0
16565,organic,control,5,25.0,1,0
3884,ctx_category,treatment,5,9.2,0,0
33055,social,treatment,7,1.0,0,1
27271,organic,treatment,7,8.7,0,1
3708,ctx_brand,treatment,5,8.4,0,1
7493,organic,treatment,7,8.4,0,0
3906,ctx_brand,treatment,1,21.7,0,0
18508,ctx_category,control,7,5.2,0,1
26530,organic,control,6,5.6,0,1
9741,organic,treatment,6,5.7,0,0
24890,organic,control,3,19.0,0,1
30044,cpa,treatment,2,19.9,0,0
27819,organic,control,6,3.9,0,0
31588,influencer,control,7,8.4,0,0
33814,ctx_category,treatment,3,8.7,0,1
34027,ctx_category,treatment,7,1.6,0,0
30412,organic,control,7,1.1,0,1
21357,ctx_brand,control,7,6.4,0,1
34830,ctx_category,control,7,2.0,0,1
12262,organic,control,3,24.9,0,0
14143,organic,control,8,4.1,1,1
13613,ctx_brand,treatment,5,10.0,1,0
17136,organic,treatment,6,2.6,0,0
16307,influencer,treatment,6,8.3,0,0
16255,organic,treatment,6,12.2,0,1
35431,social,treatment,6,6.7,0,0
30652,organic,treatment,5,6.6,0,0
24287,ctx_brand,treatment,6,1.0,0,0
29376,ctx_brand,control,2,21.3,0,0
7326,influencer,treatment,3,23.4,1,0
27370,organic,control,8,6.0,0,0
32829,organic,treatment,2,23.4,0,0
38179,ctx_category,treatment,2,28.9,1,0
6521,social,treatment,5,9.6,0,0
28291,ctx_category,treatment,4,14.1,1,0
17871,ctx_brand,control,6,5.4,1,1
24768,organic,control,9,7.7,0,1
35376,organic,treatment,3,13.1,0,0
10070,organic,control,4,22.9,0,0
11471,ctx_category,treatment,2,14.9,0,0
10026,organic,treatment,7,6.0,1,1
20103,organic,control,3,19.3,0,0
5722,ctx_brand,treatment,2,24.7,0,0
29426,organic,treatment,2,22.5,0,1
7135,ctx_brand,control,1,18.2,0,0
3984,organic,control,7,12.5,0,0
6558,ctx_brand,treatment,8,7.7,0,0
14501,ctx_category,control,8,10.7,1,1
5275,organic,control,8,4.2,0,1
8366,organic,control,6,4.2,0,1
39359,organic,treatment,2,18.6,0,0
26526,ctx_brand,treatment,8,4.5,0,1
12354,tv,control,3,17.8,0,0
35825,tv,control,4,12.7,0,0
30553,cpa,treatment,9,12.7,1,0
29424,social,treatment,1,23.2,0,0
9032,cpa,treatment,1,18.1,1,0
3175,organic,control,1,23.6,0,0
8719,organic,control,6,5.8,0,0
22452,influencer,treatment,6,1.0,0,1
38510,ctx_category,treatment,6,4.6,0,1
4416,ctx_category,control,3,26.2,0,0
18335,ctx_brand,control,4,21.7,0,0
12182,ctx_category,control,4,21.6,0,0
37493,ctx_brand,treatment,5,7.2,0,0
13788,organic,control,5,4.9,0,0
4156,organic,control,8,9.5,0,1
27033,cpa,control,6,4.6,1,1
2191,organic,control,8,1.6,0,0
18210,ctx_brand,treatment,8,1.0,0,1
30839,organic,treatment,5,7.8,0,1
15503,ctx_category,control,9,4.5,0,1
11785,ctx_category,control,3,26.0,0,0
12607,organic,treatment,3,19.4,0,0
545,social,treatment,5,4.3,0,0
34826,organic,control,1,26.9,0,0
32605,social,control,7,5.2,0,0
37864,ctx_category,control,4,15.5,0,1
37947,ctx_category,control,5,8.3,1,1
20277,organic,treatment,3,20.0,0,1
37279,influencer,control,7,7.7,0,0
8731,ctx_brand,control,5,5.8,0,0
15928,organic,treatment,5,5.5,0,0
17642,organic,treatment,8,7.1,0,1
18076,organic,treatment,1,18.8,0,0
8802,organic,control,7,3.6,0,1
4325,organic,treatment,3,14.2,0,0
31009,influencer,control,9,1.7,0,1
9978,cpa,treatment,3,23.2,1,0
33439,ctx_brand,control,8,2.1,0,1
6806,tv,treatment,8,1.9,0,1
8586,organic,treatment,5,1.0,0,0
10269,organic,treatment,5,7.9,0,0
29770,organic,treatment,5,6.8,0,1
18224,social,control,2,22.3,1,0
32113,organic,treatment,6,4.8,0,1
20622,ctx_brand,control,9,5.7,0,1
34226,organic,treatment,3,22.7,0,0
22076,organic,control,7,6.7,0,1
18032,cpa,treatment,6,1.8,0,1
38939,ctx_brand,treatment,6,1.0,0,1
11709,organic,treatment,8,5.3,0,0
13677,organic,control,6,7.7,0,0
21282,cpa,control,5,3.0,0,0
8279,organic,treatment,8,7.2,0,0
12458,organic,control,2,19.8,0,0
30377,social,control,2,22.2,0,0
27475,organic,control,6,2.9,1,0
34305,organic,treatment,3,21.6,0,0
39206,organic,control,4,20.9,0,0
22391,ctx_brand,control,7,12.0,0,1
15716,ctx_brand,control,8,6.1,0,0
29375,cpa,treatment,6,2.0,1,1
25696,ctx_brand,treatment,6,8.5,0,1
36801,ctx_brand,treatment,3,23.2,0,0
30473,organic,control,1,19.8,0,0
17157,influencer,control,6,4.5,0,0
25312,cpa,treatment,1,19.4,1,0
25961,ctx_brand,control,1,23.6,0,0
30447,ctx_brand,treatment,2,23.7,0,0
26758,ctx_category,control,5,9.0,1,1
17095,ctx_category,treatment,7,8.1,0,0
24419,organic,treatment,8,8.6,0,0
29896,tv,control,6,4.5,0,1
23893,organic,control,7,3.8,1,1
35617,cpa,control,6,22.4,1,0
26076,organic,control,7,6.9,0,0
32096,ctx_brand,treatment,1,20.7,0,0
27089,organic,control,1,21.5,0,0
33198,organic,control,6,6.4,0,1
30426,organic,control,4,14.0,0,1
25044,organic,control,8,5.8,0,1
9799,cpa,treatment,5,3.5,0,0
10033,organic,control,5,10.6,1,1
748,ctx_category,control,3,20.5,0,0
32733,social,control,2,20.2,0,0
14701,ctx_brand,control,3,25.4,0,0
1172,ctx_category,treatment,2,21.2,0,0
24541,organic,control,3,19.9,0,0
30029,ctx_brand,treatment,4,14.3,0,1
26583,influencer,control,2,11.9,0,0
5396,ctx_category,control,4,20.8,0,0
8465,ctx_brand,control,8,4.1,1,1
13301,ctx_brand,treatment,4,12.7,0,0
6124,influencer,treatment,2,18.3,0,0
20284,ctx_category,treatment,2,30.2,0,0
16549,cpa,treatment,2,20.9,1,0
10223,social,control,8,7.2,0,1
13682,organic,treatment,2,23.4,0,0
35548,ctx_category,control,1,24.0,0,0
3904,organic,treatment,6,8.2,0,0
5883,organic,treatment,6,5.2,0,1
19325,organic,control,8,9.0,0,0
34210,ctx_brand,control,5,7.0,0,1
24042,organic,treatment,4,19.5,0,1
35149,influencer,treatment,9,7.6,0,0
21783,organic,control,1,19.9,0,0
33700,ctx_category,control,2,20.2,0,0
18306,influencer,treatment,1,23.9,0,0
4337,organic,control,4,16.6,0,0
39780,influencer,control,7,7.7,0,1
35369,ctx_brand,control,10,5.4,0,1
12558,ctx_category,control,6,1.9,0,1
16,ctx_category,treatment,6,7.7,0,1
32063,ctx_category,treatment,5,5.8,0,1
12880,organic,control,7,13.3,0,0
21485,organic,treatment,7,5.2,0,1
35250,influencer,control,5,10.9,0,0
35670,organic,control,2,24.8,1,0
35537,organic,control,5,5.4,0,1
9101,organic,treatment,6,7.2,0,0
22537,ctx_category,treatment,2,15.2,0,1
38375,ctx_category,treatment,5,5.2,0,1
19662,ctx_brand,treatment,2,10.2,0,0
16224,organic,treatment,3,14.6,1,1
22020,ctx_brand,treatment,2,15.0,0,0
18783,influencer,treatment,5,9.6,0,1
7133,influencer,control,2,19.8,1,0
13992,ctx_category,control,2,22.6,1,0
3777,ctx_brand,control,4,21.5,0,0
15060,social,treatment,6,8.2,0,1
13722,organic,treatment,7,2.7,0,0
2344,organic,treatment,7,5.0,0,0
25090,tv,control,6,9.1,0,1
20753,ctx_category,control,1,15.7,0,0
17076,ctx_brand,control,5,3.1,1,1
22063,organic,treatment,1,23.1,0,0
7613,organic,control,3,24.9,0,0
37124,ctx_category,treatment,6,4.5,0,1
12081,ctx_category,treatment,1,26.9,1,0
14839,cpa,treatment,3,18.6,1,0
20425,organic,control,6,20.1,0,0
26568,influencer,control,6,5.4,0,0
1599,organic,control,5,3.5,0,0
35219,organic,treatment,2,21.3,0,0
22133,organic,control,1,21.9,0,0
34824,organic,treatment,7,6.0,0,1
22779,influencer,treatment,3,15.3,1,0
22666,ctx_brand,treatment,6,6.3,0,1
7581,organic,control,3,15.7,0,1
4999,organic,control,6,8.8,0,1
24011,social,control,5,6.1,0,0
19262,organic,treatment,5,5.7,0,1
10829,ctx_brand,control,4,23.4,0,0
28624,organic,control,6,3.8,0,1
5066,tv,treatment,7,3.9,0,0
17835,ctx_brand,control,4,18.5,0,0
33130,ctx_brand,treatment,5,6.5,0,1
20092,organic,treatment,1,22.0,0,0
27003,organic,control,7,5.2,0,0
27330,organic,treatment,8,8.2,0,0
18504,organic,treatment,8,8.1,0,0
30060,cpa,control,2,18.7,0,0
5376,ctx_brand,treatment,8,4.8,0,1
15658,organic,control,5,19.1,0,0
5414,social,control,7,1.9,0,0
20396,organic,control,8,3.4,0,1
10319,organic,treatment,6,5.0,0,1
11089,ctx_category,control,6,4.4,0,1
14984,ctx_brand,control,4,13.2,0,0
16567,organic,treatment,1,19.2,1,1
19161,cpa,control,5,12.0,1,1
10898,ctx_brand,treatment,6,2.2,0,0
32222,social,control,6,7.7,0,1
13606,ctx_category,treatment,7,7.0,0,1
37027,organic,treatment,4,20.2,0,0
872,cpa,control,2,20.0,0,0
30974,ctx_category,control,2,15.5,0,0
37303,ctx_brand,treatment,1,21.9,0,0
39430,organic,control,7,1.0,1,0
15350,influencer,treatment,7,7.7,1,0
4916,organic,control,7,7.8,0,0
39732,ctx_category,treatment,4,14.6,0,0
38351,organic,treatment,6,10.2,0,1
7795,ctx_brand,control,10,5.9,0,0
13763,organic,treatment,1,18.2,0,0
2397,organic,treatment,11,2.7,0,0
9343,ctx_brand,treatment,2,9.7,0,1
16742,ctx_brand,treatment,7,6.0,0,1
16101,organic,treatment,7,2.6,0,0
23936,organic,treatment,7,7.2,0,1
5982,ctx_brand,treatment,8,4.1,0,1
17626,organic,control,6,1.3,0,0
28411,ctx_category,control,5,17.5,0,0
30579,social,treatment,9,12.5,0,0
15567,social,treatment,7,7.2,1,0
28566,organic,treatment,5,8.3,0,1
27062,organic,control,5,6.7,0,1
10862,cpa,treatment,6,5.6,1,1
7399,organic,control,6,1.4,0,0
29887,cpa,control,5,13.7,0,0
36628,influencer,control,4,10.3,0,0
8321,tv,control,5,1.0,1,1
1593,ctx_category,control,2,23.6,0,0
17064,cpa,control,6,10.6,1,1
21735,organic,control,5,25.0,0,0
17016,organic,treatment,1,23.1,0,0
36200,ctx_category,control,6,7.1,0,0
35210,influencer,control,5,1.4,0,0
3692,organic,treatment,1,22.8,0,0
1392,ctx_brand,treatment,3,11.3,0,1
32653,influencer,control,10,4.6,0,1
19348,ctx_category,control,6,1.5,1,0
18964,tv,control,2,23.7,0,0
4451,cpa,control,7,3.9,0,0
25224,ctx_brand,treatment,5,10.5,0,1
21634,organic,treatment,8,7.2,0,0
23063,organic,control,5,1.6,0,0
37365,social,treatment,6,7.1,0,1
4026,organic,control,6,6.2,1,1
17083,organic,treatment,4,16.8,0,1
17015,cpa,treatment,2,16.1,0,0
32722,organic,control,7,5.4,0,1
10403,ctx_category,treatment,8,7.3,0,0
28856,organic,treatment,3,14.2,0,0
1835,organic,treatment,3,15.8,0,0
16200,ctx_brand,treatment,7,8.2,1,0
7879,social,control,3,25.2,1,0
36904,ctx_category,treatment,6,8.0,0,0
30386,organic,treatment,5,6.1,0,0
17207,ctx_brand,control,5,8.3,1,0
34652,ctx_brand,treatment,4,25.0,0,0
14615,ctx_category,treatment,5,9.8,0,1
19690,organic,control,7,3.0,0,0
30756,organic,treatment,7,1.6,0,1
3717,ctx_brand,control,4,14.8,0,0
34323,organic,control,7,7.5,0,0
18351,organic,treatment,7,5.7,1,0
37474,ctx_category,control,6,6.2,1,1
2324,ctx_category,treatment,7,3.7,0,0
29998,ctx_brand,control,8,5.5,1,1
13914,tv,control,5,9.4,0,0
34692,ctx_category,treatment,7,10.5,0,1
30629,social,treatment,5,20.5,1,0
18441,organic,treatment,5,6.0,0,1
5936,cpa,treatment,3,17.7,0,0
20685,organic,treatment,7,10.5,0,0
35756,influencer,control,8,10.8,0,0
8532,ctx_brand,control,6,6.0,0,1
25037,social,treatment,3,14.5,0,0
2631,organic,control,3,12.6,0,0
11493,ctx_brand,treatment,7,5.9,0,1
37411,ctx_category,control,6,2.2,0,1
10469,ctx_category,treatment,3,19.7,0,0
19066,ctx_brand,control,7,4.7,0,1
12242,ctx_brand,treatment,5,1.0,0,1
12869,social,control,1,19.3,0,0
23420,cpa,treatment,6,7.1,1,1
28698,influencer,control,6,4.3,0,1
14838,social,control,2,23.9,1,0
21116,organic,control,5,7.1,0,1
30247,organic,treatment,5,10.3,0,0
37191,organic,treatment,4,23.7,0,0
34703,organic,control,6,6.6,0,1
16653,social,control,2,18.1,0,0
14521,cpa,treatment,6,11.1,0,1
705,ctx_category,control,7,8.0,0,1
31423,tv,treatment,6,3.5,0,1
36881,influencer,treatment,3,23.0,0,0
35932,influencer,treatment,5,6.6,0,1
4289,organic,treatment,6,6.9,0,1
6625,cpa,treatment,6,4.6,0,1
9637,organic,treatment,3,13.1,0,0
30733,organic,control,5,5.9,0,1
6652,organic,control,6,5.7,0,1
5853,organic,treatment,3,20.7,0,0
4550,social,treatment,6,7.0,0,0
36271,tv,control,5,13.3,1,0
28067,social,treatment,3,15.2,0,0
11392,influencer,treatment,5,24.6,0,0
16310,organic,control,1,19.2,1,0
12978,ctx_category,control,2,13.2,0,0
13667,influencer,control,5,12.2,0,1
20033,organic,treatment,3,23.5,0,0
26156,tv,control,3,14.1,1,0
28081,cpa,control,3,23.8,1,0
26807,ctx_brand,control,3,21.0,1,0
31272,social,treatment,2,22.5,0,0
1643,organic,control,6,2.4,0,0
15823,organic,control,6,1.0,0,1
2453,organic,control,5,5.5,0,0
5360,ctx_brand,treatment,7,1.7,0,0
25285,cpa,treatment,7,5.7,1,1
20027,ctx_brand,treatment,6,2.3,0,0
27402,organic,control,4,9.1,0,0
4184,organic,treatment,7,8.5,0,1
21850,ctx_brand,treatment,6,6.7,0,1
34447,ctx_category,control,8,9.0,0,0
27408,ctx_brand,control,4,22.7,0,0
1735,organic,treatment,2,22.3,0,0
33242,cpa,control,4,13.6,0,0
34970,organic,control,7,5.5,0,0
16194,ctx_category,treatment,6,6.7,1,1
29462,ctx_brand,treatment,7,3.4,0,0
30802,ctx_brand,treatment,7,5.2,0,0
26959,ctx_category,control,6,3.7,0,1
14273,ctx_brand,control,2,19.6,0,0
39713,organic,treatment,1,18.3,0,0
28090,ctx_category,control,2,18.3,0,0
16218,influencer,control,1,20.3,0,1
3577,ctx_brand,control,6,4.4,1,1
21202,cpa,treatment,7,8.4,0,1
13258,ctx_brand,treatment,7,3.8,0,0
32962,organic,treatment,3,8.3,0,1
5459,organic,treatment,3,16.4,0,0
973,organic,control,5,5.3,0,1
1226,ctx_category,control,2,27.7,1,1
37525,cpa,treatment,8,8.5,1,0
15515,organic,treatment,3,21.7,0,0
228,influencer,treatment,7,1.0,0,0
39882,organic,treatment,8,4.3,0,1
13425,social,treatment,1,16.2,0,0
26009,ctx_brand,treatment,5,6.7,0,1
35686,ctx_category,treatment,7,9.9,0,1
6281,ctx_brand,treatment,1,19.5,1,0
29556,ctx_brand,treatment,5,4.4,0,1
19524,organic,control,9,3.9,0,0
10105,organic,control,1,21.6,0,0
8284,ctx_brand,treatment,3,19.3,0,0
10002,ctx_brand,control,7,4.2,1,0
10143,ctx_category,control,2,13.0,0,0
13863,influencer,control,7,5.7,0,1
16807,organic,treatment,6,4.7,0,0
33797,social,control,5,3.5,0,1
30390,organic,control,6,4.5,0,1
31696,organic,control,7,4.3,0,0
27046,organic,control,3,17.0,0,0
18296,ctx_brand,treatment,5,16.7,0,0
27234,organic,treatment,5,5.3,0,1
32079,organic,control,6,7.5,0,1
13587,cpa,control,3,18.9,0,0
1292,cpa,control,7,3.7,0,1
36093,organic,treatment,3,16.9,0,0
37847,social,control,2,11.4,1,0
15781,ctx_category,treatment,5,8.4,1,0
8817,ctx_category,control,5,5.7,1,1
30151,ctx_category,treatment,3,12.6,0,0
1663,cpa,treatment,7,6.8,0,0
16398,ctx_brand,treatment,3,13.8,0,0
16345,ctx_category,treatment,2,17.9,0,0
27538,cpa,control,7,9.0,0,0
24181,ctx_category,control,7,4.0,0,1
9881,organic,treatment,8,6.4,0,1
4608,cpa,treatment,7,7.8,0,1
36773,organic,treatment,3,17.0,0,0
19992,ctx_category,control,1,19.9,0,0
34812,organic,control,2,14.6,0,0
7679,social,control,2,19.1,1,0
24048,tv,control,7,5.1,0,1
36369,ctx_category,control,6,3.6,1,1
36278,organic,control,6,10.3,0,0
9921,ctx_brand,control,4,19.3,0,0
9261,organic,treatment,8,8.1,0,1
11544,cpa,treatment,6,8.4,0,1
27880,ctx_category,control,4,14.2,0,0
19153,ctx_brand,treatment,2,23.3,0,0
23085,organic,control,5,9.7,0,0
37335,ctx_category,control,6,9.7,0,0
10089,cpa,control,5,4.7,0,1
34645,organic,treatment,5,6.8,1,0
27625,social,treatment,3,20.6,0,0
17698,organic,control,1,15.9,0,0
18775,ctx_category,control,6,12.8,1,1
37359,ctx_category,control,3,14.9,0,0
29147,organic,treatment,4,12.8,0,0
28519,organic,treatment,5,8.8,0,0
19469,cpa,treatment,2,18.5,1,0
13100,influencer,treatment,5,5.0,0,1
14979,organic,control,2,16.0,0,0
11858,ctx_brand,control,5,11.0,0,1
14792,ctx_brand,control,4,13.5,0,0
19096,organic,control,4,23.8,0,0
15135,influencer,control,2,25.1,0,0
24591,social,treatment,5,5.5,0,1
10329,organic,control,5,7.6,0,1
6508,organic,treatment,5,20.8,0,0
12946,organic,control,7,7.4,0,0
20868,organic,control,1,15.6,0,0
2726,ctx_brand,control,10,11.8,0,1
18323,tv,treatment,1,20.3,1,0
14688,ctx_brand,treatment,6,2.2,0,1
11132,social,control,5,5.8,0,1
28077,social,treatment,6,8.7,0,1
30721,ctx_category,treatment,4,13.3,0,0
22713,ctx_category,treatment,3,15.1,0,0
15934,social,treatment,6,6.8,0,1
39176,ctx_category,treatment,5,5.8,1,0
20381,ctx_category,control,6,5.6,1,0
8218,organic,treatment,3,15.9,0,0
30844,organic,treatment,6,7.9,0,0
6986,ctx_brand,control,3,12.5,0,0
35696,organic,control,2,12.6,0,0
23723,ctx_category,control,5,12.2,0,0
25135,organic,treatment,5,4.1,0,1
26732,organic,treatment,4,12.3,0,0
13818,ctx_category,control,8,5.7,0,0
26586,organic,control,3,10.8,1,0
28793,organic,treatment,6,2.5,0,0
36743,ctx_category,treatment,3,21.3,0,0
15484,organic,treatment,7,3.2,0,0
36513,organic,control,6,2.8,0,1
39891,ctx_brand,treatment,5,1.9,0,1
6235,cpa,treatment,6,7.2,1,0
9197,organic,control,7,3.0,0,0
38525,organic,control,2,24.7,0,0
32731,ctx_brand,control,3,22.1,0,0
13314,organic,treatment,5,3.2,0,0
25998,organic,treatment,5,2.1,0,1
4739,social,treatment,5,8.8,0,1
38589,cpa,control,2,13.6,0,0
34568,ctx_brand,treatment,3,11.5,0,1
1727,ctx_category,treatment,2,21.2,0,0
24751,organic,control,6,10.9,1,0
34521,ctx_category,control,5,1.7,0,0
25709,ctx_category,control,5,7.7,0,0
38046,ctx_category,treatment,11,9.0,1,0
8136,ctx_brand,control,2,20.4,0,1
19346,ctx_brand,control,2,11.4,0,0
31548,ctx_brand,treatment,4,16.8,0,1
10410,social,treatment,6,9.4,0,0
34125,influencer,treatment,6,6.0,0,0
21678,organic,control,5,2.8,0,1
39434,ctx_category,treatment,6,12.4,0,0
33972,organic,treatment,6,6.7,0,0
12459,social,treatment,6,6.2,1,1
34265,cpa,treatment,2,20.1,0,1
25003,organic,control,5,5.5,0,1
31953,ctx_category,control,5,3.2,0,0
14700,organic,treatment,2,20.8,0,1
6468,cpa,treatment,8,9.2,0,1
26737,ctx_brand,treatment,4,10.7,0,0
5782,cpa,control,2,21.2,0,0
26093,ctx_brand,treatment,5,15.6,0,1
30498,ctx_category,control,6,9.2,1,1
4473,ctx_category,control,7,5.7,0,0
36586,cpa,control,6,7.1,0,0
2703,social,control,8,10.9,0,0
538,ctx_category,treatment,3,15.2,0,1
12591,organic,treatment,2,11.3,0,0
5306,social,treatment,6,1.9,1,0
11578,organic,control,8,11.1,0,0
10238,ctx_category,control,5,5.7,0,1
25497,ctx_brand,treatment,7,11.3,0,0
154,ctx_category,treatment,6,6.8,0,0
14115,ctx_brand,treatment,3,9.9,0,0
7707,ctx_category,control,6,3.7,1,0
20746,ctx_category,control,6,1.0,1,0
22920,organic,treatment,2,20.9,0,0
25514,organic,treatment,5,2.3,0,1
10759,organic,control,3,20.3,0,0
18295,organic,control,4,21.0,0,0
39549,ctx_category,control,4,17.4,1,0
35108,organic,control,6,3.5,0,0
11815,influencer,control,6,7.0,0,1
12785,ctx_brand,control,2,27.7,0,0
21716,organic,control,5,3.8,0,1
27406,organic,control,7,5.9,0,0
23387,organic,treatment,5,1.0,0,1
7020,ctx_brand,treatment,1,24.9,0,0
29364,organic,treatment,6,10.5,0,1
1236,ctx_category,treatment,7,10.4,0,1
4831,ctx_brand,control,7,2.8,0,1
32108,ctx_brand,treatment,6,9.6,1,1
28120,organic,control,2,23.5,0,0
16962,organic,control,2,15.4,1,0
15139,social,treatment,5,5.5,0,1
9652,ctx_category,control,9,6.3,0,0
3969,organic,control,7,9.6,0,1
17989,organic,control,1,20.6,0,0
39468,organic,control,6,5.7,0,1
755,organic,control,5,8.2,0,1
19081,organic,treatment,2,22.8,0,0
9940,organic,control,3,19.5,0,0
34393,ctx_brand,control,1,13.5,0,0
24760,ctx_brand,treatment,8,4.4,0,1
33561,ctx_brand,treatment,6,5.9,1,1
26320,organic,treatment,4,13.8,0,1
30548,social,treatment,5,9.2,0,1
39255,organic,control,7,4.5,0,1
8156,organic,treatment,6,3.0,0,1
32547,ctx_category,control,6,8.7,1,0
26497,cpa,control,2,22.3,1,0
3157,ctx_category,treatment,2,14.4,0,0
20907,ctx_category,control,1,20.3,0,0
27940,organic,control,2,23.0,0,0
17266,influencer,treatment,6,9.4,0,1
30849,ctx_category,treatment,9,1.5,0,1
25139,ctx_brand,control,8,2.5,0,0
14509,ctx_category,treatment,7,4.7,0,1
1602,organic,control,7,10.6,0,1
1608,cpa,control,6,2.9,0,0
20733,organic,control,3,13.0,0,1
29281,ctx_brand,control,8,5.3,0,1
38234,organic,control,2,21.9,0,0
806,organic,treatment,5,19.0,0,1
28278,organic,treatment,5,5.3,0,0
15507,social,control,8,8.1,0,1
35047,ctx_category,treatment,3,12.2,0,1
36319,ctx_category,control,8,6.2,1,0
27646,organic,treatment,2,19.6,0,0
20095,social,treatment,4,23.0,0,0
1173,social,control,6,6.5,0,1
15422,social,control,5,9.0,1,0
13009,organic,treatment,5,13.3,0,0
4578,ctx_category,treatment,5,6.2,0,1
24050,organic,treatment,2,13.4,1,0
33729,ctx_brand,control,3,21.8,0,0
6567,ctx_brand,control,6,7.0,0,1
2354,ctx_category,treatment,7,2.9,0,0
35493,organic,treatment,6,10.1,1,1
1040,organic,treatment,5,15.0,0,1
16932,social,treatment,7,6.6,0,1
5889,ctx_brand,treatment,6,13.1,0,0
5071,organic,control,3,13.1,0,0
22554,ctx_category,treatment,2,19.8,0,0
11655,organic,control,6,12.1,0,1
3948,ctx_category,control,7,11.6,1,0
17481,social,control,5,4.6,1,0
7369,ctx_brand,treatment,8,2.9,0,0
24616,ctx_category,treatment,6,9.4,0,1
16803,ctx_brand,control,7,9.3,0,0
36645,organic,treatment,5,3.7,0,1
38734,organic,treatment,8,3.1,0,0
32499,organic,control,6,1.8,0,0
9134,organic,control,6,5.0,1,1
13809,organic,control,8,1.4,0,0
7592,cpa,treatment,8,5.0,1,0
6869,ctx_category,control,7,12.5,0,1
